"index","Date","Open","High","Low","Close"
"1242",2005-12-09,1259.37,1263.08,1254.24,1259.37
"1243",2005-12-12,1260.43,1263.86,1255.52,1260.43
"1244",2005-12-13,1267.43,1272.11,1258.56,1267.43
"1245",2005-12-14,1272.74,1275.8,1267.07,1272.74
"1246",2005-12-15,1270.94,1275.17,1267.74,1270.94
"1247",2005-12-16,1267.32,1275.24,1267.32,1267.32
"1248",2005-12-19,1259.92,1270.51,1259.36,1259.92
"1249",2005-12-20,1259.62,1263.86,1257.21,1259.62
"1250",2005-12-21,1262.79,1269.37,1259.62,1262.79
"1251",2005-12-22,1268.12,1268.19,1262.5,1268.12
"1252",2005-12-23,1268.66,1269.76,1265.92,1268.66
"1253",2005-12-27,1256.54,1271.83,1256.54,1256.54
"1254",2005-12-28,1258.17,1261.1,1256.54,1258.17
"1255",2005-12-29,1254.42,1260.61,1254.18,1254.42
"1256",2005-12-30,1248.29,1254.42,1246.59,1248.29
"1257",2006-01-03,1268.8,1270.22,1245.74,1268.8
"1258",2006-01-04,1273.46,1275.37,1267.74,1273.46
"1259",2006-01-05,1273.48,1276.91,1270.3,1273.48
"1260",2006-01-06,1285.45,1286.09,1273.48,1285.45
"1261",2006-01-09,1290.15,1290.78,1284.82,1290.15
"1262",2006-01-10,1289.69,1290.15,1283.76,1289.69
"1263",2006-01-11,1294.18,1294.9,1288.12,1294.18
"1264",2006-01-12,1286.06,1294.18,1285.04,1286.06
"1265",2006-01-13,1287.61,1288.96,1282.78,1287.61
"1266",2006-01-17,1282.93,1287.61,1278.61,1282.93
"1267",2006-01-18,1277.93,1282.93,1272.08,1277.93
"1268",2006-01-19,1285.04,1287.79,1277.93,1285.04
"1269",2006-01-20,1261.49,1285.04,1260.92,1261.49
"1270",2006-01-23,1263.82,1268.19,1261.49,1263.82
"1271",2006-01-24,1266.86,1271.47,1263.82,1266.86
"1272",2006-01-25,1264.68,1271.87,1259.42,1264.68
"1273",2006-01-26,1273.83,1276.44,1264.68,1273.83
"1274",2006-01-27,1283.72,1286.38,1273.83,1283.72
"1275",2006-01-30,1285.2,1287.94,1283.51,1285.2
"1276",2006-01-31,1280.08,1285.2,1276.85,1280.08
"1277",2006-02-01,1282.46,1283.33,1277.57,1282.46
"1278",2006-02-02,1270.84,1282.46,1267.72,1270.84
"1279",2006-02-03,1264.03,1270.87,1261.02,1264.03
"1280",2006-02-06,1265.02,1267.04,1261.62,1265.02
"1281",2006-02-07,1254.78,1265.78,1253.61,1254.78
"1282",2006-02-08,1265.65,1266.47,1254.78,1265.65
"1283",2006-02-09,1263.78,1274.56,1262.8,1263.78
"1284",2006-02-10,1266.99,1269.89,1254.98,1266.99
"1285",2006-02-13,1262.86,1266.99,1258.34,1262.86
"1286",2006-02-14,1275.53,1278.21,1260.8,1275.53
"1287",2006-02-15,1280,1281,1271.06,1280
"1288",2006-02-16,1289.38,1289.39,1280,1289.38
"1289",2006-02-17,1287.24,1289.47,1284.07,1287.24
"1290",2006-02-21,1283.03,1291.92,1281.33,1283.03
"1291",2006-02-22,1292.67,1294.17,1283.03,1292.67
"1292",2006-02-23,1287.79,1293.84,1285.14,1287.79
"1293",2006-02-24,1289.43,1292.11,1285.62,1289.43
"1294",2006-02-27,1294.12,1297.57,1289.43,1294.12
"1295",2006-02-28,1280.66,1294.12,1278.12,1280.66
"1296",2006-03-01,1291.24,1291.8,1280.66,1291.24
"1297",2006-03-02,1289.14,1291.24,1283.21,1289.14
"1298",2006-03-03,1287.23,1297.33,1284.2,1287.23
"1299",2006-03-06,1278.26,1288.23,1275.67,1278.26
"1300",2006-03-07,1275.88,1278.26,1271.11,1275.88
"1301",2006-03-08,1278.47,1280.33,1268.42,1278.47
"1302",2006-03-09,1272.23,1282.74,1272.23,1272.23
"1303",2006-03-10,1281.58,1284.37,1271.11,1281.58
"1304",2006-03-13,1284.13,1287.37,1281.58,1284.13
"1305",2006-03-14,1297.48,1298.14,1282.67,1297.48
"1306",2006-03-15,1303.02,1304.4,1294.97,1303.02
"1307",2006-03-16,1305.33,1310.45,1303.02,1305.33
"1308",2006-03-17,1307.25,1309.79,1305.32,1307.25
"1309",2006-03-20,1305.08,1310,1303.59,1305.08
"1310",2006-03-21,1297.23,1310.88,1295.82,1297.23
"1311",2006-03-22,1305.04,1305.97,1295.81,1305.04
"1312",2006-03-23,1301.67,1305.04,1298.11,1301.67
"1313",2006-03-24,1302.95,1306.53,1298.89,1302.95
"1314",2006-03-27,1301.61,1303.74,1299.09,1301.61
"1315",2006-03-28,1293.23,1306.24,1291.84,1293.23
"1316",2006-03-29,1302.89,1305.6,1293.23,1302.89
"1317",2006-03-30,1300.25,1310.15,1296.72,1300.25
"1318",2006-03-31,1294.83,1303,1294.83,1294.83
"1319",2006-04-03,1297.81,1309.19,1296.65,1297.81
"1320",2006-04-04,1305.93,1307.55,1294.71,1305.93
"1321",2006-04-05,1311.56,1312.81,1304.82,1311.56
"1322",2006-04-06,1309.04,1311.99,1302.44,1309.04
"1323",2006-04-07,1295.5,1314.07,1294.18,1295.5
"1324",2006-04-10,1296.6,1300.74,1293.17,1296.6
"1325",2006-04-11,1286.57,1300.71,1282.96,1286.57
"1326",2006-04-12,1288.12,1290.93,1286.45,1288.12
"1327",2006-04-13,1289.12,1292.09,1283.37,1289.12
"1328",2006-04-17,1285.33,1292.45,1280.74,1285.33
"1329",2006-04-18,1307.65,1309.02,1285.33,1307.65
"1330",2006-04-19,1309.93,1310.39,1302.79,1309.93
"1331",2006-04-20,1311.46,1318.16,1306.38,1311.46
"1332",2006-04-21,1311.28,1317.67,1306.59,1311.28
"1333",2006-04-24,1308.11,1311.28,1303.79,1308.11
"1334",2006-04-25,1301.74,1310.79,1299.17,1301.74
"1335",2006-04-26,1305.41,1310.97,1301.74,1305.41
"1336",2006-04-27,1309.72,1315,1295.57,1309.72
"1337",2006-04-28,1310.61,1316.04,1306.16,1310.61
"1338",2006-05-01,1305.19,1317.21,1303.46,1305.19
"1339",2006-05-02,1313.21,1313.66,1305.16,1313.21
"1340",2006-05-03,1307.85,1313.47,1303.92,1307.85
"1341",2006-05-04,1312.25,1315.14,1307.85,1312.25
"1342",2006-05-05,1325.76,1326.53,1312.25,1325.76
"1343",2006-05-08,1324.66,1326.7,1322.87,1324.66
"1344",2006-05-09,1325.14,1326.6,1322.48,1325.14
"1345",2006-05-10,1322.85,1325.51,1317.44,1322.85
"1346",2006-05-11,1305.92,1322.63,1303.45,1305.92
"1347",2006-05-12,1291.24,1305.88,1290.38,1291.24
"1348",2006-05-15,1294.5,1294.81,1284.51,1294.5
"1349",2006-05-16,1292.08,1297.88,1288.51,1292.08
"1350",2006-05-17,1270.32,1291.73,1267.31,1270.32
"1351",2006-05-18,1261.81,1274.89,1261.75,1261.81
"1352",2006-05-19,1267.03,1272.15,1256.28,1267.03
"1353",2006-05-22,1262.07,1268.77,1252.98,1262.07
"1354",2006-05-23,1256.58,1273.67,1256.15,1256.58
"1355",2006-05-24,1258.57,1264.53,1245.34,1258.57
"1356",2006-05-25,1272.88,1273.26,1258.41,1272.88
"1357",2006-05-26,1280.16,1280.54,1272.5,1280.16
"1358",2006-05-30,1259.84,1280.04,1259.84,1259.84
"1359",2006-05-31,1270.09,1270.09,1259.38,1270.09
"1360",2006-06-01,1285.71,1285.71,1269.19,1285.71
"1361",2006-06-02,1288.22,1290.68,1280.22,1288.22
"1362",2006-06-05,1265.29,1288.16,1264.66,1265.29
"1363",2006-06-06,1263.85,1269.88,1254.46,1263.85
"1364",2006-06-07,1256.15,1272.47,1255.77,1256.15
"1365",2006-06-08,1257.93,1259.85,1235.18,1257.93
"1366",2006-06-09,1252.3,1262.58,1250.03,1252.3
"1367",2006-06-12,1236.4,1255.22,1236.2,1236.4
"1368",2006-06-13,1223.69,1243.37,1222.52,1223.69
"1369",2006-06-14,1230.04,1231.46,1219.29,1230.04
"1370",2006-06-15,1256.16,1258.64,1230.01,1256.16
"1371",2006-06-16,1251.54,1256.27,1246.33,1251.54
"1372",2006-06-19,1240.14,1255.93,1237.17,1240.14
"1373",2006-06-20,1240.12,1249.01,1238.87,1240.12
"1374",2006-06-21,1252.2,1257.96,1240.09,1252.2
"1375",2006-06-22,1245.6,1251.92,1241.53,1245.6
"1376",2006-06-23,1244.5,1253.13,1241.43,1244.5
"1377",2006-06-26,1250.56,1250.92,1243.68,1250.56
"1378",2006-06-27,1239.2,1253.37,1238.94,1239.2
"1379",2006-06-28,1246,1247.06,1237.59,1246
"1380",2006-06-29,1272.87,1272.88,1245.94,1272.87
"1381",2006-06-30,1270.2,1276.3,1270.2,1270.2
"1382",2006-07-03,1280.19,1280.38,1270.06,1280.19
"1383",2006-07-05,1270.91,1280.05,1265.91,1270.91
"1384",2006-07-06,1274.08,1278.32,1270.58,1274.08
"1385",2006-07-07,1265.48,1275.38,1263.13,1265.48
"1386",2006-07-10,1267.34,1274.06,1264.46,1267.34
"1387",2006-07-11,1272.52,1273.64,1259.65,1272.52
"1388",2006-07-12,1258.6,1273.31,1257.29,1258.6
"1389",2006-07-13,1242.29,1258.58,1241.43,1242.29
"1390",2006-07-14,1236.2,1242.7,1228.45,1236.2
"1391",2006-07-17,1234.49,1240.07,1231.49,1234.49
"1392",2006-07-18,1236.86,1239.86,1224.54,1236.86
"1393",2006-07-19,1259.81,1261.81,1236.74,1259.81
"1394",2006-07-20,1249.13,1262.56,1249.13,1249.13
"1395",2006-07-21,1240.29,1250.96,1238.72,1240.29
"1396",2006-07-24,1260.91,1262.5,1240.25,1260.91
"1397",2006-07-25,1268.88,1272.39,1257.19,1268.88
"1398",2006-07-26,1268.4,1273.89,1261.94,1268.4
"1399",2006-07-27,1263.2,1275.85,1261.92,1263.2
"1400",2006-07-28,1278.55,1280.42,1263.15,1278.55
"1401",2006-07-31,1276.66,1278.66,1274.31,1276.66
"1402",2006-08-01,1270.92,1276.66,1265.71,1270.92
"1403",2006-08-02,1278.55,1283.42,1270.73,1278.55
"1404",2006-08-03,1280.27,1283.96,1271.25,1280.27
"1405",2006-08-04,1279.36,1292.92,1273.82,1279.36
"1406",2006-08-07,1275.77,1279.31,1273,1275.77
"1407",2006-08-08,1271.48,1282.75,1268.37,1271.48
"1408",2006-08-09,1265.95,1283.74,1264.73,1265.95
"1409",2006-08-10,1271.81,1272.55,1261.3,1271.81
"1410",2006-08-11,1266.74,1271.64,1262.08,1266.74
"1411",2006-08-14,1268.21,1278.9,1266.67,1268.21
"1412",2006-08-15,1285.58,1286.23,1268.19,1285.58
"1413",2006-08-16,1295.43,1296.21,1285.27,1295.43
"1414",2006-08-17,1297.48,1300.78,1292.71,1297.48
"1415",2006-08-18,1302.3,1302.3,1293.57,1302.3
"1416",2006-08-21,1297.52,1302.3,1295.51,1297.52
"1417",2006-08-22,1298.82,1302.49,1294.44,1298.82
"1418",2006-08-23,1292.99,1301.5,1289.49,1292.99
"1419",2006-08-24,1296.06,1297.23,1291.4,1296.06
"1420",2006-08-25,1295.09,1298.88,1292.39,1295.09
"1421",2006-08-28,1301.78,1305.02,1293.97,1301.78
"1422",2006-08-29,1304.28,1305.02,1295.29,1304.28
"1423",2006-08-30,1304.27,1306.74,1302.15,1304.27
"1424",2006-08-31,1303.82,1306.11,1302.45,1303.82
"1425",2006-09-01,1311.01,1312.03,1303.8,1311.01
"1426",2006-09-05,1313.25,1314.67,1308.82,1313.25
"1427",2006-09-06,1300.26,1313.04,1299.28,1300.26
"1428",2006-09-07,1294.02,1301.25,1292.13,1294.02
"1429",2006-09-08,1298.92,1300.14,1294.02,1298.92
"1430",2006-09-11,1299.54,1302.36,1290.93,1299.54
"1431",2006-09-12,1313.11,1314.28,1299.53,1313.11
"1432",2006-09-13,1318.07,1319.92,1311.12,1318.07
"1433",2006-09-14,1316.28,1318,1313.25,1316.28
"1434",2006-09-15,1319.87,1324.65,1316.28,1319.87
"1435",2006-09-18,1321.18,1324.87,1318.16,1321.18
"1436",2006-09-19,1318.31,1322.04,1312.17,1318.31
"1437",2006-09-20,1325.17,1328.53,1318.28,1325.17
"1438",2006-09-21,1318.03,1328.19,1315.45,1318.03
"1439",2006-09-22,1314.78,1318.03,1310.94,1314.78
"1440",2006-09-25,1326.37,1329.35,1311.58,1326.37
"1441",2006-09-26,1336.34,1336.6,1325.3,1336.34
"1442",2006-09-27,1336.59,1340.08,1333.54,1336.59
"1443",2006-09-28,1339.15,1340.28,1333.75,1339.15
"1444",2006-09-29,1335.85,1339.88,1335.64,1335.85
"1445",2006-10-02,1331.32,1338.54,1330.28,1331.32
"1446",2006-10-03,1334.11,1338.31,1327.1,1334.11
"1447",2006-10-04,1350.22,1350.22,1331.48,1350.22
"1448",2006-10-05,1353.22,1353.79,1347.75,1353.22
"1449",2006-10-06,1349.58,1353.22,1344.21,1349.58
"1450",2006-10-09,1350.66,1352.69,1346.55,1350.66
"1451",2006-10-10,1353.42,1354.23,1348.6,1353.42
"1452",2006-10-11,1349.95,1353.97,1343.57,1349.95
"1453",2006-10-12,1362.83,1363.76,1349.94,1362.83
"1454",2006-10-13,1365.62,1366.63,1360.5,1365.62
"1455",2006-10-16,1369.05,1370.2,1364.48,1369.05
"1456",2006-10-17,1364.05,1369.05,1356.87,1364.05
"1457",2006-10-18,1365.96,1372.87,1360.95,1365.96
"1458",2006-10-19,1366.96,1368.09,1362.06,1366.96
"1459",2006-10-20,1368.6,1368.66,1362.1,1368.6
"1460",2006-10-23,1377.02,1377.4,1363.94,1377.02
"1461",2006-10-24,1377.38,1377.78,1372.42,1377.38
"1462",2006-10-25,1382.22,1383.61,1376,1382.22
"1463",2006-10-26,1389.08,1389.45,1379.47,1389.08
"1464",2006-10-27,1377.34,1388.89,1375.85,1377.34
"1465",2006-10-30,1377.93,1381.22,1373.46,1377.93
"1466",2006-10-31,1377.94,1381.21,1372.19,1377.94
"1467",2006-11-01,1367.81,1381.95,1366.26,1367.81
"1468",2006-11-02,1367.34,1368.39,1362.21,1367.34
"1469",2006-11-03,1364.3,1371.68,1360.98,1364.3
"1470",2006-11-06,1379.78,1381.4,1364.27,1379.78
"1471",2006-11-07,1382.84,1388.19,1379.19,1382.84
"1472",2006-11-08,1385.72,1388.61,1376.29,1385.72
"1473",2006-11-09,1378.33,1388.92,1377.31,1378.33
"1474",2006-11-10,1380.9,1381.04,1375.6,1380.9
"1475",2006-11-13,1384.42,1387.61,1378.8,1384.42
"1476",2006-11-14,1393.22,1394.49,1379.07,1393.22
"1477",2006-11-15,1396.57,1401.35,1392.13,1396.57
"1478",2006-11-16,1399.76,1403.76,1396.53,1399.76
"1479",2006-11-17,1401.2,1401.21,1394.55,1401.2
"1480",2006-11-20,1400.5,1404.37,1397.85,1400.5
"1481",2006-11-21,1402.81,1403.49,1399.99,1402.81
"1482",2006-11-22,1406.09,1407.89,1402.26,1406.09
"1483",2006-11-24,1400.95,1405.94,1399.25,1400.95
"1484",2006-11-27,1381.9,1400.95,1381.44,1381.9
"1485",2006-11-28,1386.72,1387.91,1377.83,1386.72
"1486",2006-11-29,1399.48,1401.14,1386.11,1399.48
"1487",2006-11-30,1400.63,1406.3,1393.83,1400.63
"1488",2006-12-01,1396.71,1402.46,1385.93,1396.71
"1489",2006-12-04,1409.12,1411.23,1396.67,1409.12
"1490",2006-12-05,1414.76,1415.27,1408.78,1414.76
"1491",2006-12-06,1412.9,1415.93,1411.05,1412.9
"1492",2006-12-07,1407.29,1418.27,1406.8,1407.29
"1493",2006-12-08,1409.84,1414.09,1403.67,1409.84
"1494",2006-12-11,1413.04,1415.6,1408.56,1413.04
"1495",2006-12-12,1411.56,1413.78,1404.75,1411.56
"1496",2006-12-13,1413.21,1416.64,1411.05,1413.21
"1497",2006-12-14,1425.49,1427.23,1413.16,1425.49
"1498",2006-12-15,1427.09,1431.63,1425.48,1427.09
"1499",2006-12-18,1422.48,1431.81,1420.65,1422.48
"1500",2006-12-19,1425.55,1428.3,1414.88,1425.55
"1501",2006-12-20,1423.53,1429.05,1423.51,1423.53
"1502",2006-12-21,1418.3,1426.4,1415.9,1418.3
"1503",2006-12-22,1410.76,1418.82,1410.28,1410.76
"1504",2006-12-26,1416.9,1417.91,1410.45,1416.9
"1505",2006-12-27,1426.84,1427.72,1416.63,1426.84
"1506",2006-12-28,1424.73,1427.26,1422.05,1424.73
"1507",2006-12-29,1418.3,1427,1416.72,1418.3
"1508",2007-01-03,1416.6,1429.42,1407.86,1416.6
"1509",2007-01-04,1418.34,1421.84,1408.22,1418.34
"1510",2007-01-05,1409.71,1418.34,1405.75,1409.71
"1511",2007-01-08,1412.84,1414.98,1403.97,1412.84
"1512",2007-01-09,1412.11,1415.61,1405.42,1412.11
"1513",2007-01-10,1414.85,1415.99,1404.33,1414.85
"1514",2007-01-11,1423.83,1427.12,1414.84,1423.83
"1515",2007-01-12,1430.73,1431.23,1422.58,1430.73
"1516",2007-01-16,1431.9,1433.93,1428.62,1431.9
"1517",2007-01-17,1430.62,1435.27,1428.57,1430.62
"1518",2007-01-18,1426.37,1433.3,1424.21,1426.37
"1519",2007-01-19,1430.5,1431.57,1425.19,1430.5
"1520",2007-01-22,1422.95,1431.39,1420.4,1422.95
"1521",2007-01-23,1427.99,1431.33,1421.66,1427.99
"1522",2007-01-24,1440.13,1440.14,1427.96,1440.13
"1523",2007-01-25,1423.9,1440.69,1422.34,1423.9
"1524",2007-01-26,1422.18,1427.27,1416.96,1422.18
"1525",2007-01-29,1420.62,1426.94,1418.46,1420.62
"1526",2007-01-30,1428.82,1428.82,1420.61,1428.82
"1527",2007-01-31,1438.24,1441.61,1424.78,1438.24
"1528",2007-02-01,1445.94,1446.64,1437.9,1445.94
"1529",2007-02-02,1448.39,1449.33,1444.49,1448.39
"1530",2007-02-05,1446.99,1449.38,1443.85,1446.99
"1531",2007-02-06,1448,1450.19,1443.4,1448
"1532",2007-02-07,1450.02,1452.99,1446.44,1450.02
"1533",2007-02-08,1448.31,1450.45,1442.81,1448.31
"1534",2007-02-09,1438.06,1452.45,1433.44,1438.06
"1535",2007-02-12,1433.37,1439.11,1431.44,1433.37
"1536",2007-02-13,1444.26,1444.41,1433.22,1444.26
"1537",2007-02-14,1455.3,1457.65,1443.91,1455.3
"1538",2007-02-15,1456.81,1457.97,1453.19,1456.81
"1539",2007-02-16,1455.54,1456.77,1451.57,1455.54
"1540",2007-02-20,1459.68,1460.53,1449.2,1459.68
"1541",2007-02-21,1457.63,1459.6,1452.02,1457.63
"1542",2007-02-22,1456.38,1461.57,1450.51,1456.38
"1543",2007-02-23,1451.19,1456.22,1448.36,1451.19
"1544",2007-02-26,1449.37,1456.95,1445.48,1449.37
"1545",2007-02-27,1399.04,1449.25,1389.42,1399.04
"1546",2007-02-28,1406.82,1415.89,1396.65,1406.82
"1547",2007-03-01,1403.17,1409.46,1380.87,1403.17
"1548",2007-03-02,1387.17,1403.4,1386.87,1387.17
"1549",2007-03-05,1374.12,1391.86,1373.97,1374.12
"1550",2007-03-06,1395.41,1397.9,1374.06,1395.41
"1551",2007-03-07,1391.97,1401.16,1390.64,1391.97
"1552",2007-03-08,1401.89,1407.93,1391.88,1401.89
"1553",2007-03-09,1402.85,1410.15,1397.3,1402.85
"1554",2007-03-12,1406.6,1409.34,1398.4,1406.6
"1555",2007-03-13,1377.95,1406.23,1377.71,1377.95
"1556",2007-03-14,1387.17,1388.09,1363.98,1387.17
"1557",2007-03-15,1392.28,1395.73,1385.16,1392.28
"1558",2007-03-16,1386.95,1397.51,1383.63,1386.95
"1559",2007-03-19,1402.06,1403.2,1386.95,1402.06
"1560",2007-03-20,1410.94,1411.53,1400.7,1410.94
"1561",2007-03-21,1435.04,1437.77,1409.75,1435.04
"1562",2007-03-22,1434.54,1437.66,1429.88,1434.54
"1563",2007-03-23,1436.11,1438.89,1433.21,1436.11
"1564",2007-03-26,1437.5,1437.65,1423.28,1437.5
"1565",2007-03-27,1428.61,1437.49,1425.54,1428.61
"1566",2007-03-28,1417.23,1428.35,1414.07,1417.23
"1567",2007-03-29,1422.53,1426.24,1413.27,1422.53
"1568",2007-03-30,1420.86,1429.22,1408.9,1420.86
"1569",2007-04-02,1424.55,1425.49,1416.37,1424.55
"1570",2007-04-03,1437.77,1440.57,1424.27,1437.77
"1571",2007-04-04,1439.37,1440.16,1435.08,1439.37
"1572",2007-04-05,1443.76,1444.88,1436.67,1443.76
"1573",2007-04-09,1444.61,1448.1,1443.28,1444.61
"1574",2007-04-10,1448.39,1448.73,1443.99,1448.39
"1575",2007-04-11,1438.87,1448.39,1436.15,1438.87
"1576",2007-04-12,1447.8,1448.02,1433.91,1447.8
"1577",2007-04-13,1452.85,1453.11,1444.15,1452.85
"1578",2007-04-16,1468.47,1468.62,1452.84,1468.47
"1579",2007-04-17,1471.48,1474.35,1467.15,1471.48
"1580",2007-04-18,1472.5,1476.57,1466.41,1472.5
"1581",2007-04-19,1470.73,1474.23,1464.47,1470.73
"1582",2007-04-20,1484.35,1484.74,1470.69,1484.35
"1583",2007-04-23,1480.93,1487.32,1480.19,1480.93
"1584",2007-04-24,1480.41,1483.82,1473.74,1480.41
"1585",2007-04-25,1495.42,1496.59,1480.28,1495.42
"1586",2007-04-26,1494.25,1498.02,1491.17,1494.25
"1587",2007-04-27,1494.07,1497.32,1488.67,1494.07
"1588",2007-04-30,1482.37,1497.16,1482.29,1482.37
"1589",2007-05-01,1486.3,1487.27,1476.7,1486.3
"1590",2007-05-02,1495.92,1499.1,1486.13,1495.92
"1591",2007-05-03,1502.39,1503.34,1495.56,1502.39
"1592",2007-05-04,1505.62,1510.34,1501.8,1505.62
"1593",2007-05-07,1509.48,1511,1505.54,1509.48
"1594",2007-05-08,1507.72,1509.36,1500.66,1507.72
"1595",2007-05-09,1512.58,1513.8,1503.77,1512.58
"1596",2007-05-10,1491.47,1512.33,1491.42,1491.47
"1597",2007-05-11,1505.85,1506.24,1491.47,1505.85
"1598",2007-05-14,1503.15,1510.9,1498.34,1503.15
"1599",2007-05-15,1501.19,1514.83,1500.43,1501.19
"1600",2007-05-16,1514.14,1514.15,1500.75,1514.14
"1601",2007-05-17,1512.75,1517.14,1509.29,1512.75
"1602",2007-05-18,1522.75,1522.75,1512.74,1522.75
"1603",2007-05-21,1525.1,1529.87,1522.71,1525.1
"1604",2007-05-22,1524.12,1529.24,1522.05,1524.12
"1605",2007-05-23,1522.28,1532.43,1521.9,1522.28
"1606",2007-05-24,1507.51,1529.31,1505.18,1507.51
"1607",2007-05-25,1515.73,1517.41,1507.5,1515.73
"1608",2007-05-29,1518.11,1521.8,1512.02,1518.11
"1609",2007-05-30,1530.23,1530.23,1510.06,1530.23
"1610",2007-05-31,1530.62,1535.56,1528.26,1530.62
"1611",2007-06-01,1536.34,1540.56,1530.62,1536.34
"1612",2007-06-04,1539.18,1540.53,1532.31,1539.18
"1613",2007-06-05,1530.95,1539.12,1525.62,1530.95
"1614",2007-06-06,1517.38,1530.57,1514.13,1517.38
"1615",2007-06-07,1490.72,1517.36,1490.37,1490.72
"1616",2007-06-08,1507.67,1507.76,1487.41,1507.67
"1617",2007-06-11,1509.12,1515.53,1503.35,1509.12
"1618",2007-06-12,1493,1511.33,1492.97,1493
"1619",2007-06-13,1515.67,1515.7,1492.65,1515.67
"1620",2007-06-14,1522.97,1526.45,1515.58,1522.97
"1621",2007-06-15,1532.91,1538.71,1522.97,1532.91
"1622",2007-06-18,1531.05,1535.44,1529.31,1531.05
"1623",2007-06-19,1533.7,1535.85,1525.67,1533.7
"1624",2007-06-20,1512.84,1537.8,1512.36,1512.84
"1625",2007-06-21,1522.19,1522.9,1504.75,1522.19
"1626",2007-06-22,1502.56,1522.19,1500.74,1502.56
"1627",2007-06-25,1497.74,1514.29,1492.68,1497.74
"1628",2007-06-26,1492.89,1506.12,1490.54,1492.89
"1629",2007-06-27,1506.34,1506.8,1484.18,1506.34
"1630",2007-06-28,1505.71,1514.84,1503.41,1505.71
"1631",2007-06-29,1503.35,1517.53,1493.61,1503.35
"1632",2007-07-02,1519.43,1519.45,1504.66,1519.43
"1633",2007-07-03,1524.87,1526.01,1519.12,1524.87
"1634",2007-07-05,1525.4,1526.57,1517.72,1525.4
"1635",2007-07-06,1530.44,1532.4,1520.47,1530.44
"1636",2007-07-09,1531.85,1534.21,1527.53,1531.85
"1637",2007-07-10,1510.12,1531.85,1510.06,1510.12
"1638",2007-07-11,1518.76,1519.27,1506.64,1518.76
"1639",2007-07-12,1547.7,1547.91,1518.74,1547.7
"1640",2007-07-13,1552.5,1555.1,1544.85,1552.5
"1641",2007-07-16,1549.52,1555.9,1546.69,1549.52
"1642",2007-07-17,1549.37,1555.22,1547.91,1549.37
"1643",2007-07-18,1546.17,1549.2,1533.68,1546.17
"1644",2007-07-19,1553.08,1555.24,1546.13,1553.08
"1645",2007-07-20,1534.1,1553.19,1529.47,1534.1
"1646",2007-07-23,1541.57,1547.02,1534.06,1541.57
"1647",2007-07-24,1511.04,1541.57,1508.74,1511.04
"1648",2007-07-25,1518.09,1524.31,1503.91,1518.09
"1649",2007-07-26,1482.66,1518.09,1465.95,1482.66
"1650",2007-07-27,1458.95,1487.93,1458.95,1458.95
"1651",2007-07-30,1473.91,1477.69,1454.24,1473.91
"1652",2007-07-31,1455.27,1488.4,1454.22,1455.27
"1653",2007-08-01,1465.81,1467.8,1439.64,1465.81
"1654",2007-08-02,1472.2,1476.13,1460.73,1472.2
"1655",2007-08-03,1433.06,1473.15,1432.81,1433.06
"1656",2007-08-06,1467.67,1467.67,1427.36,1467.67
"1657",2007-08-07,1476.71,1488.42,1456.9,1476.71
"1658",2007-08-08,1497.49,1503.41,1476.22,1497.49
"1659",2007-08-09,1453.09,1497.21,1453.09,1453.09
"1660",2007-08-10,1453.64,1462.02,1429.74,1453.64
"1661",2007-08-13,1452.92,1466.29,1451.54,1452.92
"1662",2007-08-14,1426.54,1456.74,1426.2,1426.54
"1663",2007-08-15,1406.7,1440.78,1404.36,1406.7
"1664",2007-08-16,1411.27,1415.97,1370.6,1411.27
"1665",2007-08-17,1445.94,1450.33,1411.26,1445.94
"1666",2007-08-20,1445.55,1451.75,1430.54,1445.55
"1667",2007-08-21,1447.12,1455.32,1439.76,1447.12
"1668",2007-08-22,1464.07,1464.86,1447.03,1464.07
"1669",2007-08-23,1462.5,1472.64,1453.88,1462.5
"1670",2007-08-24,1479.37,1479.4,1460.54,1479.37
"1671",2007-08-27,1466.79,1479.36,1465.98,1466.79
"1672",2007-08-28,1432.36,1466.72,1432.01,1432.36
"1673",2007-08-29,1463.76,1463.76,1432.01,1463.76
"1674",2007-08-30,1457.64,1468.43,1451.25,1457.64
"1675",2007-08-31,1473.99,1481.47,1457.61,1473.99
"1676",2007-09-04,1489.42,1496.4,1472.15,1489.42
"1677",2007-09-05,1472.29,1488.76,1466.34,1472.29
"1678",2007-09-06,1478.55,1481.49,1467.41,1478.55
"1679",2007-09-07,1453.55,1478.55,1449.07,1453.55
"1680",2007-09-10,1451.7,1462.25,1439.29,1451.7
"1681",2007-09-11,1471.49,1472.48,1451.69,1471.49
"1682",2007-09-12,1471.56,1479.5,1465.75,1471.56
"1683",2007-09-13,1483.95,1489.58,1471.47,1483.95
"1684",2007-09-14,1484.25,1485.99,1473.18,1484.25
"1685",2007-09-17,1476.65,1484.24,1471.82,1476.65
"1686",2007-09-18,1519.78,1519.89,1476.63,1519.78
"1687",2007-09-19,1529.03,1538.74,1519.75,1529.03
"1688",2007-09-20,1518.75,1529.14,1516.42,1518.75
"1689",2007-09-21,1525.75,1530.89,1518.75,1525.75
"1690",2007-09-24,1517.73,1530.18,1516.15,1517.73
"1691",2007-09-25,1517.21,1518.27,1507.13,1517.21
"1692",2007-09-26,1525.42,1529.39,1518.62,1525.42
"1693",2007-09-27,1531.38,1532.46,1525.81,1531.38
